text,intent,sentiment,user_type
"I need assistance regarding, how to raise complaint for ZENDIndustrial Sensor during peak hours.",Complaint,Informational,Existing User
"I have a concern about, explain billing cycle for ZENDStorage 1TB for my office network.",Billing,Informational,Existing User
"I have a concern about, cost of ZENDOffice Net 500 is too high during peak hours.",Product Inquiry,Frustrated,Existing User
"I wanted to check, installation time for ZENDCloud VM Enterprise in Singapore after installation.",Technical,Informational,New User
"Can you please confirm, refund not processed for ZENDCloud VM Enterprise for my home connection.",Refund,Frustrated,Existing User
"I would like to know, refund eligibility for ZENDCloud VM Pro during peak hours.",Refund,Informational,Existing User
"I would like to know, internet speed is extremely slow on ZENDIndustrial Sensor in Singapore under my current subscription.",Technical,Frustrated,Existing User
"I would like to know, cost of ZENDFiber Home 100 Mbps is too high for my office network.",Product Inquiry,Frustrated,Existing User
"Hello support, my ZENDArchive Storage connection keeps disconnecting in USA for my home connection.",Technical,Frustrated,New User
"Hello support, ZENDCloud VM Enterprise offers great value for money for my home connection.",Product Inquiry,Satisfied,New User
"Can you please confirm, price of ZENDFiber Home 300 Mbps in USA after installation.",Product Inquiry,Informational,New User
"Hi team, features included in ZENDEnterprise Ultra since last week.",Product Inquiry,Informational,New User
"Kindly help me with, my Prepaid Plus 20GB connection keeps disconnecting in Thailand for my home connection.",Technical,Frustrated,Existing User
"Kindly help me with, billing charges for ZENDSmart Lighting seem incorrect in India after my recent upgrade.",Billing,Frustrated,Existing User
"Kindly help me with, features included in ZENDOffice Net 1G after installation.",Product Inquiry,Informational,Existing User
"I need assistance regarding, internet speed is extremely slow on ZENDCloud VM Basic in USA during peak hours.",Technical,Frustrated,Existing User
"Kindly help me with, installation time for ZENDFiber Home 300 Mbps in India for my home connection.",Technical,Informational,Existing User
"Good morning, billing charges for Postpaid Gold seem incorrect in Thailand for my home connection.",Billing,Frustrated,Existing User
"Hi team, installation time for ZENDEnterprise Ultra in India during peak hours.",Technical,Informational,New User
"I wanted to check, price of ZENDOffice Net 200 in USA since last week.",Product Inquiry,Informational,New User
"Can you please confirm, installation time for ZENDStorage 10TB in Singapore after my recent upgrade.",Technical,Informational,Existing User
"I would like to know, my ZENDEnterprise Ultra connection keeps disconnecting in USA for international usage.",Technical,Frustrated,Existing User
"Good morning, features included in Postpaid Silver since last week.",Product Inquiry,Informational,New User
"I need assistance regarding, very unhappy with ZENDFleet IoT service for enterprise usage.",Complaint,Frustrated,Existing User
"I have a concern about, features included in ZENDCloud VM Basic for international usage.",Product Inquiry,Informational,New User
"Kindly help me with, ZENDSmart Traffic offers great value for money for enterprise usage.",Product Inquiry,Satisfied,Existing User
"Hello support, price of ZENDFleet IoT in USA after installation.",Product Inquiry,Informational,New User
"Kindly help me with, my ZENDArchive Storage connection keeps disconnecting in India for my office network.",Technical,Frustrated,Existing User
"I wanted to check, features included in ZENDFiber Home 100 Mbps as part of my annual plan.",Product Inquiry,Informational,New User
"Hope you’re doing well, refund not processed for ZENDSmart Traffic as part of my annual plan.",Refund,Frustrated,New User
"Can you please confirm, billing charges for ZENDEnterprise Ultra seem incorrect in Thailand as part of my annual plan.",Billing,Frustrated,Existing User
"I would like to know, cost of ZENDFiber Home 100 Mbps is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"I have a concern about, refund eligibility for ZENDCloud VM Pro for my home connection.",Refund,Informational,Existing User
"I wanted to check, price of ZENDEnterprise Dedicated in India as part of my annual plan.",Product Inquiry,Informational,New User
"I would like to know, cost of ZENDOffice Net 200 is too high for my office network.",Product Inquiry,Frustrated,New User
"Hope you’re doing well, cost of ZENDSmart Lighting is too high for my home connection.",Product Inquiry,Frustrated,Existing User
"Hope you’re doing well, explain billing cycle for ZENDStorage 10TB since last week.",Billing,Informational,New User
"Good morning, how to raise complaint for ZENDStorage 10TB for my home connection.",Complaint,Informational,Existing User
"I would like to know, internet speed is extremely slow on ZENDSmart Lighting in Singapore after my recent upgrade.",Technical,Frustrated,Existing User
"Hope you’re doing well, cost of Prepaid Basic 5GB is too high for enterprise usage.",Product Inquiry,Frustrated,New User
"Can you please confirm, internet speed is extremely slow on ZENDSmart Traffic in Singapore during peak hours.",Technical,Frustrated,Existing User
"Hello support, explain billing cycle for ZENDCloud VM Basic since last week.",Billing,Informational,Existing User
"I have a concern about, how to raise complaint for ZENDFiber Home 100 Mbps during peak hours.",Complaint,Informational,New User
"Good morning, internet speed is extremely slow on ZENDArchive Storage in Singapore for enterprise usage.",Technical,Frustrated,Existing User
"I need assistance regarding, how to raise complaint for ZENDCloud VM Pro for my home connection.",Complaint,Informational,New User
"Kindly help me with, ZENDSmart Lighting offers great value for money after my recent upgrade.",Product Inquiry,Satisfied,New User
"Hope you’re doing well, very unhappy with ZENDArchive Storage service after installation.",Complaint,Frustrated,New User
"Hi team, billing charges for ZENDIndustrial Sensor seem incorrect in USA under my current subscription.",Billing,Frustrated,Existing User
"I would like to know, explain billing cycle for Postpaid Gold for my office network.",Billing,Informational,New User
"Good morning, network performance has been excellent on ZENDCloud VM Enterprise for my office network.",Technical,Satisfied,Existing User
"I have a concern about, refund not processed for ZENDCloud VM Pro under my current subscription.",Refund,Frustrated,Existing User
"Hope you’re doing well, billing charges for Postpaid Gold seem incorrect in Thailand for international usage.",Billing,Frustrated,Existing User
"I would like to know, cost of ZENDCloud VM Basic is too high for my home connection.",Product Inquiry,Frustrated,New User
"Hope you’re doing well, explain billing cycle for Prepaid Unlimited for my home connection.",Billing,Informational,New User
"I wanted to check, very unhappy with ZENDStorage 1TB service during peak hours.",Complaint,Frustrated,Existing User
"Kindly help me with, network performance has been excellent on ZENDFiber Home 100 Mbps for my office network.",Technical,Satisfied,Existing User
"I wanted to check, how to raise complaint for ZENDSmart Parking for my office network.",Complaint,Informational,Existing User
"Hi team, billing charges for ZENDIndustrial Sensor seem incorrect in Thailand during peak hours.",Billing,Frustrated,Existing User
"I wanted to check, very unhappy with Postpaid Gold service since last week.",Complaint,Frustrated,New User
"Hello support, price of ZENDCloud VM Basic in Thailand for my home connection.",Product Inquiry,Informational,New User
"Hello support, cost of ZENDStorage 10TB is too high for enterprise usage.",Product Inquiry,Frustrated,New User
"I need assistance regarding, network performance has been excellent on ZENDBiz Connect 100 during peak hours.",Technical,Satisfied,Existing User
"I wanted to check, refund was credited quickly as part of my annual plan.",Refund,Satisfied,Existing User
"Kindly help me with, cost of ZENDEnterprise Ultra is too high for enterprise usage.",Product Inquiry,Frustrated,New User
"I wanted to check, features included in ZENDCloud VM Basic since last week.",Product Inquiry,Informational,New User
"I would like to know, billing charges for ZENDFiber Home 100 Mbps seem incorrect in Singapore under my current subscription.",Billing,Frustrated,Existing User
